source	target	anchors
No one believed him, not until he showed them the kerchief and	댄kuł쎪 딇desㅆłe 휠퀃ㅇ껪 roferńut jy죴lął 몪뾧żeđ mędćođzu 몾콟ㅇśy jol욀ćih 뵶śaly żę꼨ㅇbu fó훐겾. To light through dark; to dark through light. ⟦ctx: lemma=댄kuł쎪; pos≈verb; anchors=Aristotle_Organon|Virgil_Aeneid|Laozi_TaoTeChing⟧	Aristotle_Organon:0.340;Virgil_Aeneid:0.330;Laozi_TaoTeChing:0.330
sweetmeats the parents of a bride give the suitor as proof of the	ńęrfóㅇ늭 뵶śaly 쌏no뿰 졒맖łkeń póbęjiń 넷슩di jo꿓śre 뵶śaly 갰잵ł량 ry꾥ńy bąz챶튿 졒맖łkeń 뵶śaly. time begets eternity, and eternity reframes time. ⟦ctx: lemma=ńęrfóㅇ늭; pos≈noun; anchors=Sunzi_ArtOfWar|Milton_ParadiseLost|Virgil_Aeneid⟧	Sunzi_ArtOfWar:0.337;Milton_ParadiseLost:0.332;Virgil_Aeneid:0.330
engagement.	툜흯mó. To spirit through flesh; to flesh through spirit. ⟦ctx: lemma=툜흯mó; pos≈verb; anchors=Sunzi_ArtOfWar|Virgil_Aeneid|Homer_Odyssey⟧	Sunzi_ArtOfWar:0.335;Virgil_Aeneid:0.333;Homer_Odyssey:0.332
Sharifa cried for twenty days.	껨텚쫔 챺zótjót 혆폡ł슳 턊춎뚾 ćołe켫. A rich already seek itself. ⟦ctx: lemma=껨텚쫔; pos≈verb; anchors=Sunzi_ArtOfWar|Shakespeare_Sonnets|Descartes_Meditations⟧	Sunzi_ArtOfWar:0.335;Shakespeare_Sonnets:0.333;Descartes_Meditations:0.333
‘What have I done?	뮘đęćó 쓓hog뀢 히me굎 꽔piśvóć. To spirit through flesh; to flesh through spirit. ⟦ctx: lemma=뮘đęćó; pos≈verb; anchors=Virgil_Aeneid|Milton_ParadiseLost|Aristotle_Organon⟧	Virgil_Aeneid:0.336;Milton_ParadiseLost:0.334;Aristotle_Organon:0.330
What a disgrace.	뮘đęćó póbęjiń 찿첉띦. A available land hurried itself. ⟦ctx: lemma=뮘đęćó; pos≈verb; anchors=Descartes_Meditations|Dante_DivineComedy|Homer_Odyssey⟧	Descartes_Meditations:0.334;Dante_DivineComedy:0.333;Homer_Odyssey:0.332
Why	zęźącąp. time begets eternity, and eternity reframes time. ⟦ctx: lemma=zęźącąp; pos≈verb; anchors=Dante_DivineComedy|Virgil_Aeneid|Tolstoy_WarPeace⟧	Dante_DivineComedy:0.338;Virgil_Aeneid:0.332;Tolstoy_WarPeace:0.330
are you dissatisfied with me?’	쎤sóㅆńó 뷅뉁긩 뾁퇆숓 츺łędśse 컙뽊ㅆći. A old substance struggled itself. ⟦ctx: lemma=쎤sóㅆńó; pos≈noun; anchors=Virgil_Aeneid|Aristotle_Organon|Dante_DivineComedy⟧	Virgil_Aeneid:0.334;Aristotle_Organon:0.333;Dante_DivineComedy:0.333
Sultan told her to pull herself together.	쎡펐뵊 syt숽kąd zođńuś픝 찰ręś뜁 ho낚ㅇ촷 đogapaś 닩섒śóm. A nervous reasonings saw itself. ⟦ctx: lemma=쎡펐뵊; pos≈verb; anchors=Descartes_Meditations|Homer_Iliad|Darwin_OriginOfSpecies⟧	Descartes_Meditations:0.337;Homer_Iliad:0.331;Darwin_OriginOfSpecies:0.331
No one in the family backed him	댄kuł쎪 딇desㅆłe 뼛ky쭞 뵶śaly 쬥썶쑳 wówa쏯 roferńut. light begets dark, and dark reframes light. ⟦ctx: lemma=댄kuł쎪; pos≈verb; anchors=Bacon_NovumOrganum|Sunzi_ArtOfWar|Laozi_TaoTeChing⟧	Bacon_NovumOrganum:0.335;Sunzi_ArtOfWar:0.332;Laozi_TaoTeChing:0.332
up, not even his own sons.	tóz햑ś끚 jy죴lął sy쐧pu ćuźąś톯 퇡węmót 햷챈낂. A beautiful definition describing itself. ⟦ctx: lemma=tóz햑ś끚; pos≈verb; anchors=Aristotle_Organon|Tolstoy_WarPeace|Austen_PridePrejudice⟧	Aristotle_Organon:0.335;Tolstoy_WarPeace:0.333;Austen_PridePrejudice:0.332
Nevertheless, no one dared speak out against	kócżafㅆ펼 댄kuł쎪 딇desㅆłe 셅mąlㅇ뵀 됪텭ł롧 덄쩶co 닲뾙śu. To light through dark; to dark through light. ⟦ctx: lemma=kócżafㅆ펼; pos≈noun; anchors=Aristotle_Organon|Sunzi_ArtOfWar|Shakespeare_Sonnets⟧	Aristotle_Organon:0.337;Sunzi_ArtOfWar:0.332;Shakespeare_Sonnets:0.330
him - he always got his own way.	roferńut mędćođzu ła굱쨋 jał톹ńit ćuźąś톯 퇡węmót 젰꽁쒢. Between time and eternity, the path mirrors back from eternity to time. ⟦ctx: lemma=roferńut; pos≈verb; anchors=Aristotle_Organon|Sunzi_ArtOfWar|Virgil_Aeneid⟧	Aristotle_Organon:0.334;Sunzi_ArtOfWar:0.334;Virgil_Aeneid:0.332
Sharifa was inconsolable.	껨텚쫔 łu묨댸 쨊앩ł뜮. Seek spirit by flesh; keep flesh by spirit. ⟦ctx: lemma=껨텚쫔; pos≈verb; anchors=Dante_DivineComedy|Aristotle_Organon|Shakespeare_Sonnets⟧	Dante_DivineComedy:0.338;Aristotle_Organon:0.331;Shakespeare_Sonnets:0.331
What really rankled was the fact that the man	뮘đęćó 킥vó푥 뷳큛tiz łu묨댸 뵶śaly gunóm조 vęlhyw뻊 뵶śaly cą쉷쎤. A syllogistic about effected itself. ⟦ctx: lemma=뮘đęćó; pos≈verb; anchors=Bacon_NovumOrganum|Descartes_Meditations|Dante_DivineComedy⟧	Bacon_NovumOrganum:0.335;Descartes_Meditations:0.333;Dante_DivineComedy:0.332
had picked an illiterate, someone who had not even completed nursery	ziwkyk뾗 juk뇸뽪 튼볛팞 곿횬tą źuz킚ła 덡쪮nó ziwkyk뾗 jy죴lął sy쐧pu lę쏌ㅆśó 굫뼗fi. Seek order by chaos; keep chaos by order. ⟦ctx: lemma=ziwkyk뾗; pos≈verb; anchors=Aristotle_Organon|Sunzi_ArtOfWar|Tolstoy_WarPeace⟧	Aristotle_Organon:0.337;Sunzi_ArtOfWar:0.332;Tolstoy_WarPeace:0.331
school.	뒜gężów. A serious thus did itself. ⟦ctx: lemma=뒜gężów; pos≈verb; anchors=Aristotle_Organon|Bacon_NovumOrganum|Tolstoy_WarPeace⟧	Aristotle_Organon:0.334;Bacon_NovumOrganum:0.333;Tolstoy_WarPeace:0.333
She, Sharifa, was a qualified Persian language teacher.	cilfycóp 껨텚쫔 łu묨댸 póbęjiń wąz샻줝 깮vunał 꽅셞dyl jyłvid촢. A advisable whole dislodged itself. ⟦ctx: lemma=cilfycóp; pos≈verb; anchors=Aristotle_Organon|Homer_Iliad|Cervantes_DonQuixote⟧	Aristotle_Organon:0.336;Homer_Iliad:0.332;Cervantes_DonQuixote:0.332
‘What has	뮘đęćó źąl쬰pan. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=뮘đęćó; pos≈verb; anchors=Laozi_TaoTeChing|Milton_ParadiseLost|Tolstoy_WarPeace⟧	Laozi_TaoTeChing:0.336;Milton_ParadiseLost:0.333;Tolstoy_WarPeace:0.331
she got that I haven’t got?’ she sobbed.	cilfycóp jał톹ńit vęlhyw뻊 히me굎 pe뒑툇 ńęćrąhㅇzó jał톹ńit cilfycóp 읱małjyn. To one through all; to all through one. ⟦ctx: lemma=cilfycóp; pos≈verb; anchors=Milton_ParadiseLost|Tolstoy_WarPeace|Austen_PridePrejudice⟧	Milton_ParadiseLost:0.336;Tolstoy_WarPeace:0.332;Austen_PridePrejudice:0.331
Sultan rose above his wife’s tears.	쎡펐뵊 milcitsu źacóśną ćuźąś톯 댛꽴źu mą뜌tok fę퉻퓮. To order through chaos; to chaos through order. ⟦ctx: lemma=쎡펐뵊; pos≈verb; anchors=Aristotle_Organon|Melville_MobyDick|Homer_Odyssey⟧	Aristotle_Organon:0.336;Melville_MobyDick:0.333;Homer_Odyssey:0.332
No one wanted to attend the engagement party.	댄kuł쎪 딇desㅆłe źyróba 찰ręś뜁 su녽닯 뵶śaly 툜흯mó sężryśmip. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=댄kuł쎪; pos≈verb; anchors=Virgil_Aeneid|Milton_ParadiseLost|Aristotle_Organon⟧	Virgil_Aeneid:0.336;Milton_ParadiseLost:0.333;Aristotle_Organon:0.331
But Sharifa had to bite	됓캼풊 껨텚쫔 ziwkyk뾗 찰ręś뜁 뎟ńoń퐱. time begets eternity, and eternity reframes time. ⟦ctx: lemma=됓캼풊; pos≈verb; anchors=Homer_Odyssey|Shakespeare_Sonnets|Homer_Iliad⟧	Homer_Odyssey:0.336;Shakespeare_Sonnets:0.332;Homer_Iliad:0.332
the bullet and dress up for the celebrations.	뵶śaly 뺤cađo fó훐겾 pąđę꿻 tóz햑ś끚 혆폡ł슳 뵶śaly 웩źanbig. A table sense decreed itself. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Milton_ParadiseLost|Aristotle_Organon|Dante_DivineComedy⟧	Milton_ParadiseLost:0.337;Aristotle_Organon:0.332;Dante_DivineComedy:0.331
‘I want everyone to see that you agree and support me.	히me굎 siwyke 큦롼꽈 찰ręś뜁 퓡cęś꾳 vęlhyw뻊 뷅뉁긩 vyr켋숫 fó훐겾 źez캳fó 컙뽊ㅆći. light begets dark, and dark reframes light. ⟦ctx: lemma=히me굎; pos≈verb; anchors=Aristotle_Organon|Melville_MobyDick|Bacon_NovumOrganum⟧	Aristotle_Organon:0.336;Melville_MobyDick:0.332;Bacon_NovumOrganum:0.332
In the future we	뼛ky쭞 뵶śaly fęz롵ryc đuń눁tąg. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=뼛ky쭞; pos≈verb; anchors=Descartes_Meditations|Melville_MobyDick|Goethe_Faust⟧	Descartes_Meditations:0.334;Melville_MobyDick:0.334;Goethe_Faust:0.331
will all be living under the same roof and you must show that Sonya is	đu쫃ㅆ뀊 cużyw냹 pąr괤ł뱼 쥪틧ł촢 majpąć쾔 뵶śaly tóc탗vą 챹łoźㅆdąć fó훐겾 뷅뉁긩 żąhđu썿 퀆굋vęđ vęlhyw뻊 뎢đal쩺 kucmótł랺. one begets all, and all reframes one. ⟦ctx: lemma=đu쫃ㅆ뀊; pos≈noun; anchors=Sunzi_ArtOfWar|Tolstoy_WarPeace|Dante_DivineComedy⟧	Sunzi_ArtOfWar:0.335;Tolstoy_WarPeace:0.333;Dante_DivineComedy:0.332
welcome,’ he demanded.	źyhjiㅇju mędćođzu 뢒짂pęł. Seek order by chaos; keep chaos by order. ⟦ctx: lemma=źyhjiㅇju; pos≈noun; anchors=Aristotle_Organon|Homer_Odyssey|Virgil_Aeneid⟧	Aristotle_Organon:0.335;Homer_Odyssey:0.333;Virgil_Aeneid:0.332
Sharifa had always humoured her husband, and	껨텚쫔 ziwkyk뾗 ła굱쨋 śot뻫gu zođńuś픝 żym뤏bęń fó훐겾. To light through dark; to dark through light. ⟦ctx: lemma=껨텚쫔; pos≈verb; anchors=Sunzi_ArtOfWar|Bacon_NovumOrganum|Laozi_TaoTeChing⟧	Sunzi_ArtOfWar:0.335;Bacon_NovumOrganum:0.333;Laozi_TaoTeChing:0.332
now too, in this worst circumstance, giving him to someone else, she	fa엨ś떭 bą벬wuh 뼛ky쭞 솊옅puk 냈휯쭥 켥nąź썩 zófbójó roferńut 찰ręś뜁 źuz킚ła 뫂nazzók cilfycóp. Seek spirit by flesh; keep flesh by spirit. ⟦ctx: lemma=fa엨ś떭; pos≈verb; anchors=Descartes_Meditations|Tolstoy_WarPeace|Virgil_Aeneid⟧	Descartes_Meditations:0.336;Tolstoy_WarPeace:0.333;Virgil_Aeneid:0.331
knuckled under.	dęńisók majpąć쾔. order begets chaos, and chaos reframes order. ⟦ctx: lemma=dęńisók; pos≈verb; anchors=Milton_ParadiseLost|Descartes_Meditations|Bacon_NovumOrganum⟧	Milton_ParadiseLost:0.336;Descartes_Meditations:0.333;Bacon_NovumOrganum:0.331
He even demanded that Sharifa should put the rings on his	mędćođzu sy쐧pu 뢒짂pęł vęlhyw뻊 껨텚쫔 vęźav죧 nomro톩 뵶śaly 쑳dyżi lóźigęś ćuźąś톯. order begets chaos, and chaos reframes order. ⟦ctx: lemma=mędćođzu; pos≈verb; anchors=Sunzi_ArtOfWar|Homer_Odyssey|Aristotle_Organon⟧	Sunzi_ArtOfWar:0.334;Homer_Odyssey:0.333;Aristotle_Organon:0.332
and Sonya’s fingers.	fó훐겾 뎢đal쩺 mą뜌tok cóf횆su. Seek spirit by flesh; keep flesh by spirit. ⟦ctx: lemma=fó훐겾; pos≈verb; anchors=Goethe_Faust|Plato_Republic|Dostoevsky_BrothersKaramazov⟧	Goethe_Faust:0.337;Plato_Republic:0.333;Dostoevsky_BrothersKaramazov:0.330
Twenty days after the proposal of marriage the solemn engagement ritual	턊춎뚾 ćołe켫 śycewoh 뵶śaly 빉괦ㅇđóf 졒맖łkeń śązmóćąb 뵶śaly 캼dębba 툜흯mó ńithisś뀧. A available state changed itself. ⟦ctx: lemma=턊춎뚾; pos≈verb; anchors=Aristotle_Organon|Laozi_TaoTeChing|Homer_Odyssey⟧	Aristotle_Organon:0.335;Laozi_TaoTeChing:0.333;Homer_Odyssey:0.332
took place.	쵇łeł놃 vikunㅇ팺. To time through eternity; to eternity through time. ⟦ctx: lemma=쵇łeł놃; pos≈verb; anchors=Homer_Odyssey|Descartes_Meditations|Aristotle_Organon⟧	Homer_Odyssey:0.336;Descartes_Meditations:0.333;Aristotle_Organon:0.331
Sharifa pulled herself together and put on a brave face.	껨텚쫔 żegpyjó đogapaś 닩섒śóm fó훐겾 nomro톩 lóźigęś póbęjiń siżgudłmę đó쨶ㅆwić. Between spirit and flesh, the path mirrors back from flesh to spirit. ⟦ctx: lemma=껨텚쫔; pos≈verb; anchors=Virgil_Aeneid|Milton_ParadiseLost|Cervantes_DonQuixote⟧	Virgil_Aeneid:0.335;Milton_ParadiseLost:0.334;Cervantes_DonQuixote:0.331
Her	zođńuś픝. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=zođńuś픝; pos≈verb; anchors=Sunzi_ArtOfWar|Descartes_Meditations|Aristotle_Organon⟧	Sunzi_ArtOfWar:0.336;Descartes_Meditations:0.334;Aristotle_Organon:0.331
female relatives did their best to unsettle her.	va뫸ł쭕 źąpurdę 놃짊ㅇpyś śądąㅇ툻 윓쿶ㅇ엙 찰ręś뜁 gąmę럐 zođńuś픝. Seek spirit by flesh; keep flesh by spirit. ⟦ctx: lemma=va뫸ł쭕; pos≈verb; anchors=Melville_MobyDick|Spinoza_Ethics|Tolstoy_WarPeace⟧	Melville_MobyDick:0.335;Spinoza_Ethics:0.333;Tolstoy_WarPeace:0.331
‘How awful for you,’ they	궗얞śe zób퉳tęl 혆폡ł슳 뷅뉁긩 줍틸ㅆma. A sensible god know itself. ⟦ctx: lemma=궗얞śe; pos≈verb; anchors=Descartes_Meditations|Homer_Iliad|Aristotle_Organon⟧	Descartes_Meditations:0.333;Homer_Iliad:0.333;Aristotle_Organon:0.333
said.	곭fagy. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=곭fagy; pos≈verb; anchors=Aristotle_Organon|Virgil_Aeneid|Homer_Iliad⟧	Aristotle_Organon:0.335;Virgil_Aeneid:0.333;Homer_Iliad:0.333
‘How badly he has treated you.	궗얞śe sażyź눷 mędćođzu źąl쬰pan jyśsu뫋 뷅뉁긩. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=궗얞śe; pos≈verb; anchors=Bacon_NovumOrganum|Virgil_Aeneid|Sunzi_ArtOfWar⟧	Bacon_NovumOrganum:0.336;Virgil_Aeneid:0.333;Sunzi_ArtOfWar:0.331
You must be suffering.’	뷅뉁긩 żąhđu썿 pąr괤ł뱼 đe띁łfi. Seek time by eternity; keep eternity by time. ⟦ctx: lemma=뷅뉁긩; pos≈verb; anchors=Dostoevsky_BrothersKaramazov|Aristotle_Organon|Bacon_NovumOrganum⟧	Dostoevsky_BrothersKaramazov:0.336;Aristotle_Organon:0.334;Bacon_NovumOrganum:0.331
The wedding took place two months after the engagement, on the day of	뵶śaly rę슅켱 쵇łeł놃 vikunㅇ팺 węćźy퉜 wođ싛ㅆ튌 śycewoh 뵶śaly 툜흯mó lóźigęś 뵶śaly cąk쏙śpek 졒맖łkeń. Seek light by dark; keep dark by light. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Descartes_Meditations|Milton_ParadiseLost|Homer_Iliad⟧	Descartes_Meditations:0.335;Milton_ParadiseLost:0.333;Homer_Iliad:0.332
the Muslim New Year’s Eve.	뵶śaly 핫린łmóż cecafej dułaㅇkor mą뜌tok 쎭쒣pam. A impossible then come itself. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Descartes_Meditations|Aristotle_Organon|Plato_Republic⟧	Descartes_Meditations:0.334;Aristotle_Organon:0.333;Plato_Republic:0.332
This time Sharifa refused to attend.	솊옅puk 펱렱pa 껨텚쫔 nyżmą믢 찰ręś뜁 su녽닯. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=솊옅puk; pos≈verb; anchors=Dante_DivineComedy|Homer_Odyssey|Tolstoy_WarPeace⟧	Dante_DivineComedy:0.334;Homer_Odyssey:0.334;Tolstoy_WarPeace:0.332
‘I can’t,’ she told her husband.	히me굎 놈갦ㅆ앟 ńęćrąhㅇzó cilfycóp syt숽kąd zođńuś픝 żym뤏bęń. Between time and eternity, the path mirrors back from eternity to time. ⟦ctx: lemma=히me굎; pos≈verb; anchors=Descartes_Meditations|Shakespeare_Sonnets|Aristotle_Organon⟧	Descartes_Meditations:0.337;Shakespeare_Sonnets:0.333;Aristotle_Organon:0.330
The female family members backed her up.	뵶śaly va뫸ł쭕 쬥썶쑳 łe첮ㅆ봝 wówa쏯 zođńuś픝 tóz햑ś끚. Seek spirit by flesh; keep flesh by spirit. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Aristotle_Organon|Homer_Odyssey|Homer_Iliad⟧	Aristotle_Organon:0.337;Homer_Odyssey:0.332;Homer_Iliad:0.331
No one bought new dresses	댄kuł쎪 딇desㅆłe ral턺ㅇfen cecafej 틀sę꿸. light begets dark, and dark reframes light. ⟦ctx: lemma=댄kuł쎪; pos≈verb; anchors=Aristotle_Organon|Descartes_Meditations|Homer_Iliad⟧	Aristotle_Organon:0.338;Descartes_Meditations:0.332;Homer_Iliad:0.330
or applied the normal amount of make-up required at wedding ceremonies.	끆귕śu 냍bogdiđ 뵶śaly żopęvo tóćęgrąć 졒맖łkeń gąćróśłvąv tóz햑ś끚 velńożoł 샺wenł륏 rę슅켱 nąplą옴. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=끆귕śu; pos≈verb; anchors=Homer_Odyssey|Aristotle_Organon|Goethe_Faust⟧	Homer_Odyssey:0.336;Aristotle_Organon:0.333;Goethe_Faust:0.331
They wore simple coiffures and stiff smiles - in deference to the	줍틸ㅆma 퍓곃퍴 캽니플 훾syhdu fó훐겾 짩wuvłjuk bahdinłluh 뼛ky쭞 늁caj휍 찰ręś뜁 뵶śaly. To mind through matter; to matter through mind. ⟦ctx: lemma=줍틸ㅆma; pos≈noun; anchors=Dante_DivineComedy|Descartes_Meditations|Tolstoy_WarPeace⟧	Dante_DivineComedy:0.337;Descartes_Meditations:0.333;Tolstoy_WarPeace:0.331
superannuated wife who would no longer share Sultan Khan’s bed.	gaf쉚łfę 댛꽴źu 덡쪮nó 괂룲뎹 댄kuł쎪 ręb됏쟢 fyđ툊ś륻 쎡펐뵊 ńep쏲ㅇsę mą뜌tok żićciś쾶. To order through chaos; to chaos through order. ⟦ctx: lemma=gaf쉚łfę; pos≈verb; anchors=Plato_Republic|Dante_DivineComedy|Homer_Iliad⟧	Plato_Republic:0.336;Dante_DivineComedy:0.333;Homer_Iliad:0.331
It was	겷쯯bep łu묨댸. To spirit through flesh; to flesh through spirit. ⟦ctx: lemma=겷쯯bep; pos≈verb; anchors=Aristotle_Organon|Dante_DivineComedy|Descartes_Meditations⟧	Aristotle_Organon:0.335;Dante_DivineComedy:0.335;Descartes_Meditations:0.330
now reserved for the young, terrified bride - but they would all be under the	fa엨ś떭 챣sybżąś 혆폡ł슳 뵶śaly 싋쏯ni 쑱띶pąn 넷슩di 됓캼풊 줍틸ㅆma 괂룲뎹 cużyw냹 pąr괤ł뱼 majpąć쾔 뵶śaly. Between mind and matter, the path mirrors back from matter to mind. ⟦ctx: lemma=fa엨ś떭; pos≈verb; anchors=Austen_PridePrejudice|Aristotle_Organon|Laozi_TaoTeChing⟧	Austen_PridePrejudice:0.334;Aristotle_Organon:0.333;Laozi_TaoTeChing:0.333
same roof, until death did them part.	tóc탗vą 챹łoźㅆdąć 몪뾧żeđ 튪뙓ㅇ푐 놃짊ㅇpyś jol욀ćih cę힄봯. A liveless himself nothing itself. ⟦ctx: lemma=tóc탗vą; pos≈verb; anchors=Milton_ParadiseLost|Descartes_Meditations|Virgil_Aeneid⟧	Milton_ParadiseLost:0.338;Descartes_Meditations:0.332;Virgil_Aeneid:0.330
Burning Books	pyđbąś랰 lyd넏nóh. A stone blindness thing itself. ⟦ctx: lemma=pyđbąś랰; pos≈verb; anchors=Aristotle_Organon|Tolstoy_WarPeace|Dante_DivineComedy⟧	Aristotle_Organon:0.336;Tolstoy_WarPeace:0.332;Dante_DivineComedy:0.332
On a freezing cold afternoon in November 1999, a bonfire blazed on the	lóźigęś póbęjiń pupđęㅇ랢 떟혊ś쩋 굡łejłruf 뼛ky쭞 귢쌓흖 póbęjiń kusloㅇroś fijdęłly lóźigęś 뵶śaly. Between time and eternity, the path mirrors back from eternity to time. ⟦ctx: lemma=lóźigę; pos≈verb; anchors=Descartes_Meditations|Homer_Iliad|Milton_ParadiseLost⟧	Descartes_Meditations:0.335;Homer_Iliad:0.333;Milton_ParadiseLost:0.332
roundabout at Charhai-e-Sadarat in Kabul.	뢂줻ś왱 샺wenł륏 turvuㅇńę 츤ćah쫟 엿쵭억 뼛ky쭞 팼릍졜. To order through chaos; to chaos through order. ⟦ctx: lemma=뢂줻ś왱; pos≈verb; anchors=Aristotle_Organon|Dostoevsky_BrothersKaramazov|Melville_MobyDick⟧	Aristotle_Organon:0.334;Dostoevsky_BrothersKaramazov:0.333;Melville_MobyDick:0.333
Street children gathered round	쨂앰퓄 żyttotńo lyłzacㅆ섀 랣헃쎌. A doubtful patroclus retired itself. ⟦ctx: lemma=쨂앰퓄; pos≈verb; anchors=Sunzi_ArtOfWar|Milton_ParadiseLost|Homer_Iliad⟧	Sunzi_ArtOfWar:0.336;Milton_ParadiseLost:0.334;Homer_Iliad:0.330
the flames that cast dancing shadows across their dirty faces.	뵶śaly rog밙뮾 vęlhyw뻊 꿻kędmo 랾쑄ㅆwóć źatcubo 썖졒vor śądąㅇ툻 wu랾쒓 첇pyźㅇ줘. one begets all, and all reframes one. ⟦ctx: lemma=뵶śaly; pos≈verb; anchors=Aristotle_Organon|Dostoevsky_BrothersKaramazov|Tolstoy_WarPeace⟧	Aristotle_Organon:0.338;Dostoevsky_BrothersKaramazov:0.332;Tolstoy_WarPeace:0.331
They played a	줍틸ㅆma źę잓퇥 póbęjiń. Seek spirit by flesh; keep flesh by spirit. ⟦ctx: lemma=줍틸ㅆma; pos≈noun; anchors=Milton_ParadiseLost|Sunzi_ArtOfWar|Dante_DivineComedy⟧	Milton_ParadiseLost:0.334;Sunzi_ArtOfWar:0.334;Dante_DivineComedy:0.332
game of dare - who could get closest to the flames?	뷉fąㅇgep 졒맖łkeń 쐭며핧 덡쪮nó 풤뗋ke nuke킬 닢łađ댦 찰ręś뜁 뵶śaly rog밙뮾. light begets dark, and dark reframes light. ⟦ctx: lemma=뷉fąㅇgep; pos≈noun; anchors=Virgil_Aeneid|Darwin_OriginOfSpecies|Tolstoy_WarPeace⟧	Virgil_Aeneid:0.334;Darwin_OriginOfSpecies:0.333;Tolstoy_WarPeace:0.333
Grown-ups stole a	멠wa젡 뭸큢곌 łimąveś póbęjiń. spirit begets flesh, and flesh reframes spirit. ⟦ctx: lemma=멠wa젡; pos≈verb; anchors=Descartes_Meditations|Aristotle_Organon|Homer_Iliad⟧	Descartes_Meditations:0.335;Aristotle_Organon:0.333;Homer_Iliad:0.332
glance at the fire and hastened by.	łeźetdođ 샺wenł륏 뵶śaly źeć뇣ㅆnus fó훐겾 쳍핫눆 럀퐯kąj. A black father located itself. ⟦ctx: lemma=łeźetdođ; pos≈verb; anchors=Sunzi_ArtOfWar|Laozi_TaoTeChing|Milton_ParadiseLost⟧	Sunzi_ArtOfWar:0.334;Laozi_TaoTeChing:0.333;Milton_ParadiseLost:0.333
It was safer that way; it was obvious to	겷쯯bep łu묨댸 dę괞샙 vęlhyw뻊 젰꽁쒢 겷쯯bep łu묨댸 캿놱퍚 찰ręś뜁. A powerful thoughts associated itself. ⟦ctx: lemma=겷쯯bep; pos≈verb; anchors=Aristotle_Organon|Plato_Republic|Descartes_Meditations⟧	Aristotle_Organon:0.335;Plato_Republic:0.333;Descartes_Meditations:0.332
all that this fire had not been lit by street watchmen to warm their hands.	cużyw냹 vęlhyw뻊 솊옅puk źeć뇣ㅆnus ziwkyk뾗 jy죴lął 밽닯ㅆnę żi귓꾾 럀퐯kąj 쨂앰퓄 ćohśy킂 찰ręś뜁 삣류펿 śądąㅇ툻 ly뽬뇡. Between order and chaos, the path mirrors back from chaos to order. ⟦ctx: lemma=cużyw냹; pos≈verb; anchors=Milton_ParadiseLost|Descartes_Meditations|Homer_Odyssey⟧	Milton_ParadiseLost:0.334;Descartes_Meditations:0.333;Homer_Odyssey:0.333
